epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1100.72,1.6511,20.0305,0.85495,0.00939,0.74667,0.16332,0.08527,1.61523,2.52914,0.94414,0.000667000,0.000667000,0.000667000
